id|showroom_id|product_id|quantity|stock_date|update_date|create_date
341|15|543|8|2018-01-04|2018-01-04 09:11:53|2018-01-04 09:11:53
342|8|74|12|2018-01-30|2018-01-30 05:46:21|2018-01-30 05:46:21
343|4|399|9|2018-01-11|2018-01-11 00:33:37|2018-01-11 00:33:37
344|9|179|6|2018-01-22|2018-01-22 03:01:46|2018-01-22 03:01:46
345|13|827|12|2018-01-01|2018-01-01 22:22:42|2018-01-01 22:22:42
346|7|921|7|2018-01-06|2018-01-06 08:40:23|2018-01-06 08:40:23
347|3|719|8|2018-01-22|2018-01-22 03:06:24|2018-01-22 03:06:24
348|4|79|9|2018-01-20|2018-01-20 11:59:50|2018-01-20 11:59:50
349|1|995|9|2018-01-28|2018-01-28 04:46:08|2018-01-28 04:46:08
350|3|782|9|2018-01-13|2018-01-13 00:49:42|2018-01-13 00:49:42
351|12|450|19|2018-01-08|2018-01-08 11:11:21|2018-01-08 11:11:21
352|3|54|14|2018-01-26|2018-01-26 06:42:12|2018-01-26 06:42:12
353|15|653|9|2018-01-28|2018-01-28 19:40:50|2018-01-28 19:40:50
354|13|920|10|2018-01-15|2018-01-15 07:58:38|2018-01-15 07:58:38
355|2|860|8|2018-01-10|2018-01-10 22:55:12|2018-01-10 22:55:12
356|1|369|4|2018-01-21|2018-01-21 15:38:51|2018-01-21 15:38:51
357|1|269|9|2018-01-09|2018-01-09 13:42:03|2018-01-09 13:42:03
358|8|325|6|2018-01-11|2018-01-11 14:22:47|2018-01-11 14:22:47
359|7|62|8|2018-01-27|2018-01-27 18:10:54|2018-01-27 18:10:54
360|15|206|13|2018-01-15|2018-01-15 22:21:45|2018-01-15 22:21:45
361|15|372|11|2018-01-27|2018-01-27 06:21:43|2018-01-27 06:21:43
362|1|245|7|2018-01-09|2018-01-09 21:39:47|2018-01-09 21:39:47
363|8|583|4|2018-01-29|2018-01-29 22:13:06|2018-01-29 22:13:06
364|15|138|8|2018-01-08|2018-01-08 14:59:57|2018-01-08 14:59:57
365|14|760|11|2018-01-27|2018-01-27 01:29:44|2018-01-27 01:29:44
366|11|294|16|2018-01-21|2018-01-21 15:06:49|2018-01-21 15:06:49
367|10|804|6|2018-01-21|2018-01-21 07:56:46|2018-01-21 07:56:46
368|7|937|7|2018-01-27|2018-01-27 08:40:36|2018-01-27 08:40:36
369|14|219|9|2018-01-05|2018-01-05 11:00:03|2018-01-05 11:00:03
370|11|457|11|2018-01-20|2018-01-20 07:47:27|2018-01-20 07:47:27
371|13|125|6|2018-01-10|2018-01-10 22:51:35|2018-01-10 22:51:35
372|1|596|13|2018-01-19|2018-01-19 19:07:18|2018-01-19 19:07:18
373|6|81|9|2018-01-26|2018-01-26 05:59:32|2018-01-26 05:59:32
374|4|350|10|2018-01-09|2018-01-09 00:45:45|2018-01-09 00:45:45
375|4|890|13|2018-01-09|2018-01-09 09:53:22|2018-01-09 09:53:22
376|7|834|12|2018-01-27|2018-01-27 20:55:32|2018-01-27 20:55:32
377|4|474|9|2018-01-30|2018-01-30 13:25:16|2018-01-30 13:25:16
378|7|613|12|2018-01-24|2018-01-24 04:14:55|2018-01-24 04:14:55
379|11|87|12|2018-01-03|2018-01-03 13:20:54|2018-01-03 13:20:54
380|13|329|15|2018-01-27|2018-01-27 13:30:44|2018-01-27 13:30:44
381|10|332|15|2018-01-17|2018-01-17 10:48:16|2018-01-17 10:48:16
382|3|527|9|2018-01-17|2018-01-17 22:08:49|2018-01-17 22:08:49
383|5|752|8|2018-01-27|2018-01-27 21:37:27|2018-01-27 21:37:27
384|8|475|9|2018-01-20|2018-01-20 21:54:36|2018-01-20 21:54:36
385|13|456|11|2018-01-17|2018-01-17 04:25:00|2018-01-17 04:25:00
386|15|274|14|2018-01-11|2018-01-11 21:14:06|2018-01-11 21:14:06
387|6|518|11|2018-01-25|2018-01-25 06:07:33|2018-01-25 06:07:33
388|1|92|10|2018-01-11|2018-01-11 16:36:57|2018-01-11 16:36:57
389|5|358|13|2018-01-18|2018-01-18 22:23:21|2018-01-18 22:23:21
390|11|385|8|2018-01-04|2018-01-04 15:09:00|2018-01-04 15:09:00
391|5|884|13|2018-01-24|2018-01-24 10:46:04|2018-01-24 10:46:04
392|9|850|11|2018-01-19|2018-01-19 21:13:26|2018-01-19 21:13:26
393|8|774|4|2018-01-06|2018-01-06 00:15:10|2018-01-06 00:15:10
394|13|333|9|2018-01-17|2018-01-17 15:18:21|2018-01-17 15:18:21
395|12|158|14|2018-01-15|2018-01-15 10:29:02|2018-01-15 10:29:02
396|13|432|11|2018-01-23|2018-01-23 19:13:22|2018-01-23 19:13:22
397|13|88|12|2018-01-16|2018-01-16 18:45:00|2018-01-16 18:45:00
398|11|638|8|2018-01-03|2018-01-03 23:38:05|2018-01-03 23:38:05
399|13|632|4|2018-01-27|2018-01-27 03:58:02|2018-01-27 03:58:02
400|8|236|7|2018-01-05|2018-01-05 13:00:10|2018-01-05 13:00:10
401|2|637|5|2018-01-23|2018-01-23 15:18:28|2018-01-23 15:18:28
402|11|73|9|2018-01-21|2018-01-21 01:21:07|2018-01-21 01:21:07
403|14|810|14|2018-01-17|2018-01-17 18:55:31|2018-01-17 18:55:31
404|11|203|12|2018-01-12|2018-01-12 00:24:44|2018-01-12 00:24:44
405|15|739|14|2018-01-09|2018-01-09 11:53:19|2018-01-09 11:53:19
406|8|987|11|2018-01-12|2018-01-12 04:58:49|2018-01-12 04:58:49
407|6|365|10|2018-01-27|2018-01-27 12:36:28|2018-01-27 12:36:28
408|11|84|11|2018-01-17|2018-01-17 13:24:34|2018-01-17 13:24:34
409|13|630|14|2018-01-23|2018-01-23 16:18:28|2018-01-23 16:18:28
410|11|157|4|2018-01-14|2018-01-14 21:53:57|2018-01-14 21:53:57
411|8|158|12|2018-01-23|2018-01-23 19:24:28|2018-01-23 19:24:28
412|2|713|10|2018-01-15|2018-01-15 08:14:04|2018-01-15 08:14:04
413|2|759|7|2018-01-05|2018-01-05 01:47:57|2018-01-05 01:47:57
414|12|968|8|2018-01-08|2018-01-08 09:03:40|2018-01-08 09:03:40
415|8|73|8|2018-01-15|2018-01-15 16:39:46|2018-01-15 16:39:46
416|6|51|4|2018-01-12|2018-01-12 20:31:01|2018-01-12 20:31:01
417|8|797|9|2018-01-02|2018-01-02 06:38:07|2018-01-02 06:38:07
418|6|925|9|2018-01-11|2018-01-11 20:34:16|2018-01-11 20:34:16
419|12|918|7|2018-01-05|2018-01-05 18:01:06|2018-01-05 18:01:06
420|13|247|11|2018-01-03|2018-01-03 12:43:30|2018-01-03 12:43:30
421|13|360|7|2018-01-01|2018-01-01 17:31:36|2018-01-01 17:31:36
422|5|202|9|2018-01-26|2018-01-26 18:20:26|2018-01-26 18:20:26
423|14|601|4|2018-01-27|2018-01-27 05:02:43|2018-01-27 05:02:43
424|8|143|10|2018-01-05|2018-01-05 23:07:21|2018-01-05 23:07:21
425|4|696|8|2018-01-12|2018-01-12 16:52:00|2018-01-12 16:52:00
426|9|777|13|2018-01-25|2018-01-25 10:00:25|2018-01-25 10:00:25
427|12|353|8|2018-01-19|2018-01-19 07:29:54|2018-01-19 07:29:54
428|15|877|12|2018-01-06|2018-01-06 23:18:21|2018-01-06 23:18:21
429|9|135|9|2018-01-21|2018-01-21 23:10:41|2018-01-21 23:10:41
430|15|147|13|2018-01-03|2018-01-03 23:01:10|2018-01-03 23:01:10
431|3|936|16|2018-01-28|2018-01-28 02:44:39|2018-01-28 02:44:39
432|11|952|3|2018-01-11|2018-01-11 14:07:17|2018-01-11 14:07:17
433|2|910|15|2018-01-04|2018-01-04 02:00:28|2018-01-04 02:00:28
434|7|349|12|2018-01-24|2018-01-24 21:10:03|2018-01-24 21:10:03
435|15|960|14|2018-01-01|2018-01-01 15:16:57|2018-01-01 15:16:57
436|14|13|5|2018-01-21|2018-01-21 09:13:25|2018-01-21 09:13:25
437|2|253|8|2018-01-14|2018-01-14 02:56:48|2018-01-14 02:56:48
438|4|827|10|2018-01-20|2018-01-20 15:46:16|2018-01-20 15:46:16
439|7|729|5|2018-01-27|2018-01-27 15:32:00|2018-01-27 15:32:00
440|13|609|10|2018-01-13|2018-01-13 12:33:11|2018-01-13 12:33:11
441|4|656|11|2018-01-08|2018-01-08 23:34:02|2018-01-08 23:34:02
442|15|370|11|2018-01-28|2018-01-28 22:30:36|2018-01-28 22:30:36
443|13|524|8|2018-01-02|2018-01-02 16:19:31|2018-01-02 16:19:31
444|6|594|12|2018-01-06|2018-01-06 17:59:19|2018-01-06 17:59:19
445|6|331|13|2018-01-06|2018-01-06 17:20:45|2018-01-06 17:20:45
446|8|261|9|2018-01-29|2018-01-29 03:55:44|2018-01-29 03:55:44
447|11|984|10|2018-01-18|2018-01-18 20:30:02|2018-01-18 20:30:02
448|15|771|13|2018-01-06|2018-01-06 17:34:52|2018-01-06 17:34:52
449|1|371|12|2018-01-26|2018-01-26 17:39:45|2018-01-26 17:39:45
450|2|278|16|2018-01-17|2018-01-17 14:57:52|2018-01-17 14:57:52
451|4|562|7|2018-01-21|2018-01-21 10:56:24|2018-01-21 10:56:24
452|5|887|11|2018-01-08|2018-01-08 04:09:45|2018-01-08 04:09:45
453|1|796|12|2018-01-14|2018-01-14 03:01:15|2018-01-14 03:01:15
454|3|714|13|2018-01-08|2018-01-08 09:04:21|2018-01-08 09:04:21
455|3|725|13|2018-01-02|2018-01-02 22:43:43|2018-01-02 22:43:43
456|9|212|13|2018-01-24|2018-01-24 05:31:36|2018-01-24 05:31:36
457|4|873|8|2018-01-15|2018-01-15 15:09:12|2018-01-15 15:09:12
458|8|824|15|2018-01-10|2018-01-10 20:28:31|2018-01-10 20:28:31
459|6|568|10|2018-01-20|2018-01-20 05:42:32|2018-01-20 05:42:32
460|9|140|11|2018-01-09|2018-01-09 10:37:15|2018-01-09 10:37:15
461|8|525|10|2018-01-10|2018-01-10 07:15:57|2018-01-10 07:15:57
462|2|239|8|2018-01-13|2018-01-13 13:43:12|2018-01-13 13:43:12
463|11|80|18|2018-01-06|2018-01-06 14:23:05|2018-01-06 14:23:05
464|2|406|11|2018-01-21|2018-01-21 00:20:46|2018-01-21 00:20:46
465|5|302|9|2018-01-24|2018-01-24 19:34:17|2018-01-24 19:34:17
466|11|73|11|2018-01-01|2018-01-01 19:59:23|2018-01-01 19:59:23
467|12|840|10|2018-01-07|2018-01-07 15:16:05|2018-01-07 15:16:05
468|5|8|8|2018-01-13|2018-01-13 16:35:01|2018-01-13 16:35:01
469|7|877|12|2018-01-30|2018-01-30 08:13:06|2018-01-30 08:13:06
470|7|602|12|2018-01-13|2018-01-13 08:03:49|2018-01-13 08:03:49
471|12|849|7|2018-01-17|2018-01-17 01:30:26|2018-01-17 01:30:26
472|2|49|8|2018-01-02|2018-01-02 01:00:16|2018-01-02 01:00:16
473|5|583|15|2018-01-08|2018-01-08 07:34:29|2018-01-08 07:34:29
474|5|756|11|2018-01-28|2018-01-28 00:36:40|2018-01-28 00:36:40
475|10|25|14|2018-01-27|2018-01-27 11:50:16|2018-01-27 11:50:16
476|1|721|10|2018-01-27|2018-01-27 04:08:42|2018-01-27 04:08:42
477|15|646|11|2018-01-12|2018-01-12 15:08:27|2018-01-12 15:08:27
478|11|715|13|2018-01-04|2018-01-04 03:56:33|2018-01-04 03:56:33
479|8|732|9|2018-01-29|2018-01-29 03:21:28|2018-01-29 03:21:28
480|11|780|11|2018-01-28|2018-01-28 07:59:40|2018-01-28 07:59:40
481|11|252|8|2018-01-01|2018-01-01 12:59:20|2018-01-01 12:59:20
482|6|100|10|2018-01-18|2018-01-18 05:54:58|2018-01-18 05:54:58
483|4|503|11|2018-01-05|2018-01-05 10:47:09|2018-01-05 10:47:09
484|10|150|5|2018-01-06|2018-01-06 21:57:05|2018-01-06 21:57:05
485|2|990|10|2018-01-16|2018-01-16 19:55:10|2018-01-16 19:55:10
486|3|500|10|2018-01-24|2018-01-24 01:48:05|2018-01-24 01:48:05
487|3|973|16|2018-01-14|2018-01-14 10:34:56|2018-01-14 10:34:56
488|14|936|6|2018-01-22|2018-01-22 13:13:23|2018-01-22 13:13:23
489|10|973|13|2018-01-05|2018-01-05 17:23:47|2018-01-05 17:23:47
490|9|565|6|2018-01-03|2018-01-03 14:09:23|2018-01-03 14:09:23
491|4|929|12|2018-01-06|2018-01-06 15:40:20|2018-01-06 15:40:20
492|7|283|7|2018-01-22|2018-01-22 15:54:46|2018-01-22 15:54:46
493|10|249|11|2018-01-06|2018-01-06 16:51:59|2018-01-06 16:51:59
494|9|567|11|2018-01-22|2018-01-22 08:56:56|2018-01-22 08:56:56
495|12|751|9|2018-01-30|2018-01-30 18:17:53|2018-01-30 18:17:53
496|5|678|6|2018-01-16|2018-01-16 15:23:59|2018-01-16 15:23:59
497|4|62|12|2018-01-06|2018-01-06 03:31:29|2018-01-06 03:31:29
498|11|79|12|2018-01-14|2018-01-14 15:44:19|2018-01-14 15:44:19
499|2|246|11|2018-01-08|2018-01-08 09:30:16|2018-01-08 09:30:16
500|14|760|11|2018-01-02|2018-01-02 20:08:40|2018-01-02 20:08:40
501|8|343|9|2018-01-22|2018-01-22 05:52:52|2018-01-22 05:52:52
502|7|240|9|2018-01-16|2018-01-16 03:32:12|2018-01-16 03:32:12
503|6|312|12|2018-01-17|2018-01-17 16:45:23|2018-01-17 16:45:23
504|10|908|13|2018-01-14|2018-01-14 08:05:45|2018-01-14 08:05:45
505|12|778|7|2018-01-10|2018-01-10 22:13:58|2018-01-10 22:13:58
506|10|433|7|2018-01-04|2018-01-04 09:32:25|2018-01-04 09:32:25
507|4|561|8|2018-01-27|2018-01-27 02:06:33|2018-01-27 02:06:33
508|7|241|10|2018-01-02|2018-01-02 00:34:23|2018-01-02 00:34:23
509|9|873|7|2018-01-27|2018-01-27 05:09:07|2018-01-27 05:09:07
510|15|39|11|2018-01-26|2018-01-26 23:00:57|2018-01-26 23:00:57
511|13|271|7|2018-01-04|2018-01-04 09:15:29|2018-01-04 09:15:29
512|5|276|8|2018-01-05|2018-01-05 21:06:38|2018-01-05 21:06:38
513|15|500|8|2018-01-18|2018-01-18 06:48:21|2018-01-18 06:48:21
514|8|135|12|2018-01-14|2018-01-14 14:40:00|2018-01-14 14:40:00
515|2|539|10|2018-01-05|2018-01-05 01:59:28|2018-01-05 01:59:28
516|10|819|10|2018-01-23|2018-01-23 21:43:09|2018-01-23 21:43:09
517|1|1000|7|2018-01-23|2018-01-23 08:35:09|2018-01-23 08:35:09
518|14|335|8|2018-01-05|2018-01-05 03:48:11|2018-01-05 03:48:11
519|12|614|14|2018-01-15|2018-01-15 17:34:34|2018-01-15 17:34:34
520|12|254|10|2018-01-17|2018-01-17 15:38:27|2018-01-17 15:38:27
521|2|530|14|2018-01-12|2018-01-12 09:52:24|2018-01-12 09:52:24
522|5|828|14|2018-01-20|2018-01-20 11:05:21|2018-01-20 11:05:21
523|12|294|9|2018-01-02|2018-01-02 15:35:17|2018-01-02 15:35:17
524|8|786|17|2018-01-21|2018-01-21 17:39:59|2018-01-21 17:39:59
525|2|894|8|2018-01-21|2018-01-21 11:36:46|2018-01-21 11:36:46
526|11|309|13|2018-01-15|2018-01-15 08:38:45|2018-01-15 08:38:45
527|14|333|12|2018-01-05|2018-01-05 05:18:36|2018-01-05 05:18:36
528|11|818|18|2018-01-09|2018-01-09 15:44:05|2018-01-09 15:44:05
529|13|823|4|2018-01-08|2018-01-08 00:27:49|2018-01-08 00:27:49
530|1|293|5|2018-01-30|2018-01-30 01:54:49|2018-01-30 01:54:49
531|9|394|10|2018-01-22|2018-01-22 10:01:54|2018-01-22 10:01:54
532|15|847|12|2018-01-06|2018-01-06 08:51:35|2018-01-06 08:51:35
533|12|480|10|2018-01-25|2018-01-25 05:58:07|2018-01-25 05:58:07
534|6|819|12|2018-01-30|2018-01-30 19:53:10|2018-01-30 19:53:10
535|13|334|7|2018-01-22|2018-01-22 03:41:01|2018-01-22 03:41:01
536|10|278|11|2018-01-15|2018-01-15 16:56:05|2018-01-15 16:56:05
537|12|496|13|2018-01-18|2018-01-18 09:00:54|2018-01-18 09:00:54
538|11|854|3|2018-01-24|2018-01-24 22:18:30|2018-01-24 22:18:30
539|10|224|10|2018-01-10|2018-01-10 07:31:42|2018-01-10 07:31:42
540|11|696|9|2018-01-12|2018-01-12 07:28:02|2018-01-12 07:28:02
541|9|516|12|2018-01-25|2018-01-25 04:13:42|2018-01-25 04:13:42
542|14|261|8|2018-01-04|2018-01-04 05:16:32|2018-01-04 05:16:32
543|10|958|6|2018-01-21|2018-01-21 02:54:37|2018-01-21 02:54:37
544|3|138|3|2018-01-21|2018-01-21 14:38:50|2018-01-21 14:38:50
545|10|458|9|2018-01-19|2018-01-19 18:39:40|2018-01-19 18:39:40
546|4|475|7|2018-01-29|2018-01-29 14:10:49|2018-01-29 14:10:49
547|1|521|13|2018-01-01|2018-01-01 10:50:54|2018-01-01 10:50:54
548|8|291|6|2018-01-20|2018-01-20 06:12:08|2018-01-20 06:12:08
549|4|351|6|2018-01-08|2018-01-08 04:50:55|2018-01-08 04:50:55
550|4|728|11|2018-01-16|2018-01-16 13:45:19|2018-01-16 13:45:19
551|7|644|5|2018-01-11|2018-01-11 05:59:29|2018-01-11 05:59:29
552|7|128|12|2018-01-21|2018-01-21 21:43:21|2018-01-21 21:43:21
553|10|415|5|2018-01-06|2018-01-06 04:47:26|2018-01-06 04:47:26
554|2|653|18|2018-01-20|2018-01-20 01:22:14|2018-01-20 01:22:14
555|11|350|8|2018-01-25|2018-01-25 10:09:01|2018-01-25 10:09:01
556|9|583|9|2018-01-27|2018-01-27 18:01:27|2018-01-27 18:01:27
557|10|140|9|2018-01-13|2018-01-13 23:58:23|2018-01-13 23:58:23
558|13|201|13|2018-01-01|2018-01-01 21:05:53|2018-01-01 21:05:53
559|8|557|13|2018-01-14|2018-01-14 12:41:41|2018-01-14 12:41:41
560|5|105|10|2018-01-20|2018-01-20 06:22:09|2018-01-20 06:22:09
561|7|514|11|2018-01-21|2018-01-21 03:37:13|2018-01-21 03:37:13
562|2|973|10|2018-01-24|2018-01-24 04:15:46|2018-01-24 04:15:46
563|15|995|12|2018-01-08|2018-01-08 13:30:20|2018-01-08 13:30:20
564|6|334|10|2018-01-24|2018-01-24 13:20:46|2018-01-24 13:20:46
565|9|899|8|2018-01-12|2018-01-12 17:00:45|2018-01-12 17:00:45
566|1|897|12|2018-01-16|2018-01-16 15:52:45|2018-01-16 15:52:45
567|6|160|8|2018-01-10|2018-01-10 12:25:50|2018-01-10 12:25:50
568|3|114|13|2018-01-21|2018-01-21 05:58:25|2018-01-21 05:58:25
569|15|877|8|2018-01-19|2018-01-19 04:43:54|2018-01-19 04:43:54
570|3|839|14|2018-01-13|2018-01-13 23:49:05|2018-01-13 23:49:05
571|15|715|10|2018-01-26|2018-01-26 15:05:39|2018-01-26 15:05:39
572|5|762|9|2018-01-30|2018-01-30 14:35:14|2018-01-30 14:35:14
573|13|837|8|2018-01-30|2018-01-30 13:52:12|2018-01-30 13:52:12
574|4|230|11|2018-01-22|2018-01-22 12:56:11|2018-01-22 12:56:11
575|2|965|13|2018-01-17|2018-01-17 04:27:23|2018-01-17 04:27:23
576|7|867|10|2018-01-02|2018-01-02 16:50:07|2018-01-02 16:50:07
577|5|288|9|2018-01-14|2018-01-14 14:06:53|2018-01-14 14:06:53
578|11|980|7|2018-01-01|2018-01-01 21:47:36|2018-01-01 21:47:36
579|14|852|10|2018-01-23|2018-01-23 09:56:43|2018-01-23 09:56:43
580|6|662|12|2018-01-15|2018-01-15 23:07:34|2018-01-15 23:07:34
581|10|670|7|2018-01-26|2018-01-26 10:05:05|2018-01-26 10:05:05
582|2|154|15|2018-01-09|2018-01-09 23:21:37|2018-01-09 23:21:37
583|14|716|13|2018-01-12|2018-01-12 23:08:58|2018-01-12 23:08:58
584|12|486|16|2018-01-04|2018-01-04 15:58:33|2018-01-04 15:58:33
585|8|477|5|2018-01-15|2018-01-15 09:43:13|2018-01-15 09:43:13
586|13|276|8|2018-01-12|2018-01-12 17:56:48|2018-01-12 17:56:48
587|9|417|11|2018-01-21|2018-01-21 05:09:11|2018-01-21 05:09:11
588|13|943|14|2018-01-11|2018-01-11 13:39:19|2018-01-11 13:39:19
589|2|837|16|2018-01-25|2018-01-25 07:08:27|2018-01-25 07:08:27
590|9|747|12|2018-01-14|2018-01-14 17:36:15|2018-01-14 17:36:15
591|11|678|9|2018-01-26|2018-01-26 07:49:30|2018-01-26 07:49:30
592|6|472|9|2018-01-08|2018-01-08 16:39:59|2018-01-08 16:39:59
593|8|356|12|2018-01-10|2018-01-10 02:02:43|2018-01-10 02:02:43
594|5|10|17|2018-01-22|2018-01-22 13:34:16|2018-01-22 13:34:16
595|15|423|7|2018-01-24|2018-01-24 06:53:52|2018-01-24 06:53:52
596|14|527|12|2018-01-22|2018-01-22 08:51:53|2018-01-22 08:51:53
597|13|565|12|2018-01-22|2018-01-22 12:32:13|2018-01-22 12:32:13
598|8|361|10|2018-01-17|2018-01-17 02:16:57|2018-01-17 02:16:57
599|6|238|7|2018-01-09|2018-01-09 18:05:31|2018-01-09 18:05:31
600|8|873|8|2018-01-10|2018-01-10 09:42:35|2018-01-10 09:42:35
601|4|680|9|2018-01-23|2018-01-23 07:52:58|2018-01-23 07:52:58
602|11|342|7|2018-01-29|2018-01-29 18:23:39|2018-01-29 18:23:39
603|7|519|6|2018-01-11|2018-01-11 20:27:04|2018-01-11 20:27:04
604|4|537|3|2018-01-27|2018-01-27 16:51:57|2018-01-27 16:51:57
605|11|708|7|2018-01-12|2018-01-12 18:28:24|2018-01-12 18:28:24
606|14|3|11|2018-01-30|2018-01-30 09:22:55|2018-01-30 09:22:55
607|3|692|14|2018-01-02|2018-01-02 20:59:42|2018-01-02 20:59:42
608|4|137|8|2018-01-13|2018-01-13 00:35:29|2018-01-13 00:35:29
609|11|775|4|2018-01-01|2018-01-01 19:27:30|2018-01-01 19:27:30
610|8|293|16|2018-01-17|2018-01-17 06:19:35|2018-01-17 06:19:35
611|11|48|9|2018-01-17|2018-01-17 11:59:04|2018-01-17 11:59:04
612|3|683|8|2018-01-05|2018-01-05 03:23:30|2018-01-05 03:23:30
613|8|203|14|2018-01-13|2018-01-13 15:59:38|2018-01-13 15:59:38
614|8|94|4|2018-01-05|2018-01-05 13:40:42|2018-01-05 13:40:42
615|7|138|8|2018-01-19|2018-01-19 19:27:10|2018-01-19 19:27:10
616|5|386|10|2018-01-04|2018-01-04 08:35:47|2018-01-04 08:35:47
617|3|84|6|2018-01-20|2018-01-20 06:02:40|2018-01-20 06:02:40
618|8|745|9|2018-01-16|2018-01-16 01:07:13|2018-01-16 01:07:13
619|11|816|10|2018-01-22|2018-01-22 21:37:30|2018-01-22 21:37:30
620|14|917|11|2018-01-08|2018-01-08 21:11:02|2018-01-08 21:11:02
621|4|559|6|2018-01-25|2018-01-25 04:45:10|2018-01-25 04:45:10
622|14|667|17|2018-01-19|2018-01-19 13:54:23|2018-01-19 13:54:23
623|3|951|8|2018-01-23|2018-01-23 22:29:57|2018-01-23 22:29:57
624|7|223|12|2018-01-22|2018-01-22 19:23:30|2018-01-22 19:23:30
625|2|587|11|2018-01-02|2018-01-02 02:03:36|2018-01-02 02:03:36
626|3|326|9|2018-01-04|2018-01-04 18:50:52|2018-01-04 18:50:52
627|9|2|8|2018-01-08|2018-01-08 05:56:11|2018-01-08 05:56:11
628|6|651|7|2018-01-21|2018-01-21 20:48:18|2018-01-21 20:48:18
629|13|658|4|2018-01-10|2018-01-10 14:36:04|2018-01-10 14:36:04
630|3|743|10|2018-01-15|2018-01-15 01:49:39|2018-01-15 01:49:39
631|10|717|13|2018-01-02|2018-01-02 08:10:50|2018-01-02 08:10:50
632|8|242|9|2018-01-01|2018-01-01 23:24:59|2018-01-01 23:24:59
633|10|504|5|2018-01-23|2018-01-23 04:24:01|2018-01-23 04:24:01
634|7|688|15|2018-01-23|2018-01-23 23:14:48|2018-01-23 23:14:48
635|9|211|13|2018-01-04|2018-01-04 07:09:46|2018-01-04 07:09:46
636|15|477|10|2018-01-09|2018-01-09 10:45:50|2018-01-09 10:45:50
637|3|902|6|2018-01-09|2018-01-09 10:16:37|2018-01-09 10:16:37
638|4|68|17|2018-01-01|2018-01-01 21:34:25|2018-01-01 21:34:25
639|15|769|14|2018-01-28|2018-01-28 03:35:33|2018-01-28 03:35:33
640|13|840|13|2018-01-09|2018-01-09 05:59:14|2018-01-09 05:59:14
641|5|755|11|2018-01-25|2018-01-25 09:28:50|2018-01-25 09:28:50
642|14|732|6|2018-01-26|2018-01-26 19:42:19|2018-01-26 19:42:19
643|3|418|13|2018-01-28|2018-01-28 13:14:54|2018-01-28 13:14:54
644|6|502|7|2018-01-04|2018-01-04 14:57:39|2018-01-04 14:57:39
645|12|714|10|2018-01-12|2018-01-12 05:38:32|2018-01-12 05:38:32
646|7|598|11|2018-01-05|2018-01-05 15:24:12|2018-01-05 15:24:12
647|3|227|7|2018-01-29|2018-01-29 17:01:06|2018-01-29 17:01:06
648|12|742|11|2018-01-25|2018-01-25 07:19:08|2018-01-25 07:19:08
649|4|643|13|2018-01-23|2018-01-23 20:30:53|2018-01-23 20:30:53
650|3|768|11|2018-01-14|2018-01-14 20:31:48|2018-01-14 20:31:48
651|11|739|17|2018-01-18|2018-01-18 08:38:53|2018-01-18 08:38:53
652|14|14|7|2018-01-21|2018-01-21 21:37:37|2018-01-21 21:37:37
653|9|89|8|2018-01-17|2018-01-17 08:52:58|2018-01-17 08:52:58
654|10|433|11|2018-01-24|2018-01-24 10:20:59|2018-01-24 10:20:59
655|13|307|8|2018-01-20|2018-01-20 21:52:05|2018-01-20 21:52:05
656|6|834|16|2018-01-04|2018-01-04 13:41:03|2018-01-04 13:41:03
657|2|850|7|2018-01-20|2018-01-20 06:45:01|2018-01-20 06:45:01
658|13|26|10|2018-01-11|2018-01-11 19:23:36|2018-01-11 19:23:36
659|13|530|8|2018-01-04|2018-01-04 18:24:12|2018-01-04 18:24:12
660|5|873|10|2018-01-22|2018-01-22 02:54:53|2018-01-22 02:54:53
661|12|827|10|2018-01-08|2018-01-08 10:59:35|2018-01-08 10:59:35
662|3|700|7|2018-01-12|2018-01-12 09:51:27|2018-01-12 09:51:27
663|7|914|13|2018-01-08|2018-01-08 09:49:29|2018-01-08 09:49:29
664|5|600|8|2018-01-04|2018-01-04 02:01:01|2018-01-04 02:01:01
665|2|946|14|2018-01-29|2018-01-29 17:48:06|2018-01-29 17:48:06
666|11|606|8|2018-01-26|2018-01-26 09:59:39|2018-01-26 09:59:39
667|4|850|11|2018-01-24|2018-01-24 13:45:23|2018-01-24 13:45:23
668|11|169|15|2018-01-30|2018-01-30 15:44:50|2018-01-30 15:44:50
669|8|704|12|2018-01-25|2018-01-25 13:41:08|2018-01-25 13:41:08
670|8|871|13|2018-01-18|2018-01-18 23:06:30|2018-01-18 23:06:30
671|14|709|3|2018-01-15|2018-01-15 09:49:32|2018-01-15 09:49:32
672|5|175|6|2018-01-15|2018-01-15 23:52:29|2018-01-15 23:52:29
673|15|526|11|2018-01-03|2018-01-03 03:14:01|2018-01-03 03:14:01
674|15|495|8|2018-01-09|2018-01-09 15:33:44|2018-01-09 15:33:44
675|13|986|12|2018-01-03|2018-01-03 06:30:25|2018-01-03 06:30:25
676|9|75|13|2018-01-01|2018-01-01 10:46:34|2018-01-01 10:46:34
677|1|731|9|2018-01-07|2018-01-07 17:45:30|2018-01-07 17:45:30
678|8|608|13|2018-01-24|2018-01-24 06:25:01|2018-01-24 06:25:01
679|4|578|11|2018-01-28|2018-01-28 22:50:39|2018-01-28 22:50:39
680|11|755|19|2018-01-17|2018-01-17 02:49:19|2018-01-17 02:49:19
