id|code|category|make|model|year|color|price|currency|update_date|create_date
230|0781-5584|Low|Honda|Civic Si|2003|Violet|255245|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
231|41520-271|Low|Mazda|MX-3|1994|Pink|232494|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
232|65517-1006|Medium|Mitsubishi|Galant|1985|Fuscia|273668|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
233|0268-1233|High|Infiniti|G|1993|Indigo|276316|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
234|68382-018|High|Toyota|Sienna|2002|Orange|299348|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
235|53499-0990|High|Kia|Sedona|2012|Fuscia|231439|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
236|0173-0561|Low|Buick|Skylark|1996|Orange|258408|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
237|60505-2551|Low|Mercedes-Benz|SLK-Class|2010|Goldenrod|262017|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
238|37000-063|Medium|Geo|Storm|1993|Orange|217135|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
239|0280-1012|High|Buick|Regal|2011|Orange|251447|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
240|65862-185|High|Chevrolet|Corvette|1954|Yellow|216714|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
241|42291-626|Low|Porsche|911|2003|Orange|277270|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
242|0185-0448|High|Saab|9-5|2010|Mauv|231986|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
243|54706-0001|Low|Acura|Integra|1999|Maroon|285444|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
244|41520-173|High|Pontiac|Trans Sport|1996|Goldenrod|250880|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
245|63354-051|Low|Ford|Taurus|2003|Blue|221603|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
246|55992-717|Medium|Suzuki|Grand Vitara|2008|Red|224509|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
247|64942-1285|Low|Mercedes-Benz|500E|1992|Aquamarine|254741|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
248|10544-600|Low|Oldsmobile|98|1993|Turquoise|283812|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
249|59779-125|Low|Chrysler|Crossfire|2004|Teal|241220|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
250|60596-1072|Medium|GMC|Yukon XL 1500|2012|Indigo|217847|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
251|56062-422|Medium|Mitsubishi|Precis|1992|Goldenrod|266020|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
252|66116-453|Low|Subaru|SVX|1996|Mauv|282370|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
253|53389-540|High|Hyundai|Accent|2010|Teal|276465|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
254|55670-141|High|Saab|9-5|2009|Green|260860|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
255|0904-6126|Medium|Chevrolet|Suburban 1500|1999|Turquoise|219320|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
256|54473-131|Low|Suzuki|Reno|2005|Blue|266833|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
257|0781-3210|Low|Ram|1500|2011|Khaki|271538|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
258|57841-1305|Medium|Mercury|Tracer|1993|Maroon|234518|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
259|64205-620|Low|BMW|7 Series|1996|Red|248985|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
260|57237-091|High|Aston Martin|Vantage|2007|Maroon|231492|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
261|50436-9976|Low|Volkswagen|Fox|1992|Goldenrod|259427|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
262|0363-0831|Low|Chevrolet|Avalanche|2008|Puce|260112|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
263|63629-4994|Low|Toyota|Celica|2005|Pink|257249|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
264|55505-103|High|GMC|Suburban 1500|1996|Khaki|281376|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
265|54868-2875|Low|Ford|Taurus|2002|Pink|250943|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
266|0378-4745|Low|Volvo|V90|1997|Pink|271862|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
267|66129-028|Low|Mitsubishi|Truck|1985|Yellow|274885|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
268|58977-001|High|Plymouth|Voyager|1994|Maroon|230034|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
269|34460-6005|Low|Saturn|Relay|2006|Red|240408|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
270|11822-3201|High|Chevrolet|Blazer|2000|Aquamarine|260434|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
271|36987-1732|High|Chrysler|Cirrus|1996|Fuscia|247283|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
272|0143-1250|Medium|Dodge|Ram 2500|2001|Goldenrod|254335|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
273|64942-1309|High|Mitsubishi|Galant|1996|Goldenrod|206174|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
274|57627-163|High|Mercedes-Benz|S-Class|1989|Puce|230992|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
275|49035-543|Low|Chevrolet|Express 2500|2002|Aquamarine|265158|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
276|66621-1005|High|Subaru|Impreza WRX|2011|Mauv|217290|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
277|76472-1139|Low|Lamborghini|Diablo|1997|Goldenrod|271133|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
278|49349-055|Medium|Chevrolet|Camaro|2002|Puce|241255|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
279|58593-255|High|Chevrolet|HHR|2007|Orange|273367|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
280|61476-101|Medium|Hyundai|Sonata|2012|Khaki|233477|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
281|37205-160|High|Ford|Aerostar|1990|Turquoise|248213|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
282|49873-044|High|Lexus|LS|1998|Khaki|228453|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
283|61314-204|High|Mazda|B-Series|1990|Puce|254554|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
284|55312-800|High|Lincoln|Continental|1997|Teal|240282|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
285|50484-492|Low|Chevrolet|3500|1997|Aquamarine|218873|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
286|51514-0227|High|Ford|F-Series|2009|Red|268811|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
287|67296-0719|High|Mercedes-Benz|SLS-Class|2011|Orange|215469|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
288|0002-5802|Medium|Lincoln|Continental Mark VII|1986|Red|245129|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
289|51346-035|Medium|BMW|Z4 M|2007|Indigo|236243|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
290|61589-3809|Low|Suzuki|XL-7|2006|Puce|276771|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
291|59762-1261|Low|Ford|E-350 Super Duty Van|2006|Violet|271141|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
292|24385-351|High|Mercedes-Benz|Sprinter 3500|2011|Violet|251041|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
293|56062-163|High|Dodge|Ram Van 2500|1995|Goldenrod|209382|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
294|13107-073|High|Kia|Rondo|2008|Green|235851|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
295|55289-040|High|Mazda|MX-5|1995|Teal|215248|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
296|36987-1406|High|Jaguar|XJ Series|2000|Orange|255379|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
297|59779-038|High|Volvo|850|1995|Blue|261533|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
298|41520-003|Low|Scion|tC|2005|Crimson|276012|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
299|52125-716|Low|Toyota|Land Cruiser|2006|Yellow|214917|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
300|67457-422|Low|Mercury|Monterey|2005|Orange|260664|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
301|55154-2887|Low|Saturn|Ion|2007|Maroon|269912|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
302|68428-737|High|Mazda|929|1988|Purple|246311|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
303|54868-6223|Medium|Chevrolet|Lumina|1995|Maroon|247493|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
304|11084-240|Medium|Toyota|Solara|2003|Aquamarine|232066|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
305|68428-120|Low|Volvo|V40|2001|Maroon|248730|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
306|43538-911|Low|Ford|Taurus|1998|Yellow|241226|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
307|50563-114|Low|Ford|Ranger|2011|Green|253584|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
308|76214-006|High|Saturn|Sky|2007|Red|249492|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
309|67046-139|Medium|Plymouth|Laser|1994|Turquoise|257355|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
310|67038-103|Medium|Aptera|Typ-1|2008|Green|226561|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
311|0268-0650|Medium|Chevrolet|Corvette|1998|Turquoise|275781|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
312|42507-094|Low|Infiniti|G|1999|Blue|243349|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
313|0440-1796|High|Ford|Explorer Sport|2001|Khaki|250516|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
314|52815-121|Medium|Honda|Ridgeline|2012|Pink|252630|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
315|47632-0030|Low|Volkswagen|Cabriolet|1988|Goldenrod|274296|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
316|67692-811|High|Plymouth|Voyager|2000|Maroon|243964|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
317|0713-0526|Medium|Toyota|FJ Cruiser|2007|Orange|255314|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
318|43526-110|Low|Volvo|V70|2006|Indigo|209081|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
319|10812-331|Medium|Lexus|LS|2005|Indigo|281606|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
320|0054-8650|Low|Mercedes-Benz|E-Class|1992|Crimson|274777|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
321|57520-0190|Medium|Mercedes-Benz|CLS-Class|2006|Turquoise|250024|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
322|68400-704|High|Audi|Q5|2012|Red|273710|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
323|50600-002|Medium|Oldsmobile|Aurora|2002|Maroon|282662|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
324|49288-0199|Medium|Mercedes-Benz|SL-Class|2008|Maroon|262167|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
325|65162-571|Medium|Toyota|Celica|1999|Puce|275263|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
326|0363-1252|Medium|Mercury|Sable|1996|Khaki|245723|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
327|64578-0057|Medium|Chevrolet|Silverado 2500|2010|Indigo|239660|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
328|64159-6374|Medium|BMW|X5|2001|Turquoise|236284|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
329|55910-161|Low|Chrysler|Voyager|2003|Goldenrod|241635|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
330|36987-2401|Medium|Chrysler|PT Cruiser|2005|Pink|267963|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
331|65585-376|Low|Subaru|Legacy|2000|Purple|239124|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
332|49967-390|Medium|BMW|7 Series|2006|Maroon|266807|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
333|57520-0804|High|Lincoln|Mark VII|1984|Teal|248298|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
334|0069-0125|Low|Ford|Freestar|2004|Goldenrod|268458|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
335|0093-3195|Medium|Volkswagen|Passat|1998|Turquoise|290631|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
336|0069-0770|Medium|BMW|Z3|2002|Crimson|245873|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
337|11673-471|Low|Toyota|Paseo|1997|Puce|239563|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
338|64942-1219|Medium|Ford|Ranger|1990|Violet|240827|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
339|67544-268|Medium|Subaru|Impreza|2006|Crimson|271851|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
340|0168-0457|Low|Mercury|Sable|2003|Orange|261800|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
341|30142-490|High|Chevrolet|3500|1996|Green|233011|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
342|55154-2074|Low|Chevrolet|Silverado 3500|2003|Orange|240972|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
343|54868-5080|Medium|Chevrolet|S10 Blazer|1992|Khaki|264479|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
344|59726-117|Medium|Audi|riolet|1996|Maroon|239427|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
345|0067-0129|High|Ford|Mustang|1973|Red|222730|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
346|41250-521|Low|Oldsmobile|Aurora|2003|Turquoise|270388|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
347|54868-6161|Low|Mitsubishi|Montero|1999|Indigo|257922|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
348|65197-002|High|Porsche|Boxster|1999|Violet|216859|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
349|65044-5002|High|Oldsmobile|Silhouette|1993|Khaki|272921|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
350|47335-290|High|GMC|Savana 1500|2006|Goldenrod|230802|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
351|42893-031|Low|Saab|9000|1998|Orange|207252|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
352|49288-0192|Medium|BMW|7 Series|2007|Mauv|196051|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
353|55045-3248|Low|Toyota|FJ Cruiser|2012|Aquamarine|257210|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
354|55154-0734|Medium|Ford|Lightning|1994|Violet|251201|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
355|54365-400|Low|Volkswagen|Type 2|1991|Mauv|258708|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
356|63354-140|Low|Honda|Pilot|2008|Pink|249474|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
357|15127-052|Medium|Dodge|Grand Caravan|1996|Khaki|256172|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
358|60512-6466|Medium|Ford|Econoline E350|1993|Violet|240896|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
359|0548-5637|Low|Suzuki|X-90|1996|Red|277615|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
360|11822-0346|Low|Chevrolet|Silverado 3500|2012|Mauv|264360|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
361|55154-8388|Medium|Ford|LTD Crown Victoria|1984|Teal|285593|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
362|50804-002|High|Oldsmobile|Silhouette|2000|Puce|254459|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
363|49349-805|Medium|Toyota|4Runner|2009|Orange|265165|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
364|0904-0201|Low|GMC|Sierra 1500|2006|Blue|266548|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
365|59779-524|Medium|GMC|Sonoma|2001|Teal|224740|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
366|36987-3180|High|Saturn|Sky|2008|Pink|246223|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
367|14060-010|Low|Toyota|Tacoma|2000|Violet|227722|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
368|33261-028|High|Subaru|Outback|2010|Khaki|268940|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
369|0363-0583|Medium|Lincoln|MKZ|2007|Khaki|225165|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
370|63739-059|High|Ford|F-Series Super Duty|2010|Indigo|257731|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
371|45963-559|High|Land Rover|Defender|1995|Yellow|250814|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
372|60949-090|Low|Chevrolet|Aveo|2010|Crimson|226779|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
373|61722-088|Medium|Chevrolet|Express 2500|2001|Purple|227991|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
374|53208-478|Medium|GMC|Sonoma|1994|Purple|247816|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
375|58118-9893|Medium|Acura|TSX|2008|Fuscia|236489|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
376|55154-2874|Low|Jaguar|XF|2012|Orange|279775|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
377|55154-1486|Medium|Nissan|Titan|2010|Yellow|245652|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
378|54569-0910|Medium|Ford|Th!nk|2002|Puce|236115|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
379|0220-9013|High|Volvo|S40|2005|Khaki|256250|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
380|11523-0627|Medium|Toyota|T100 Xtra|1996|Green|252578|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
381|54868-4516|High|Pontiac|Grand Am|1994|Turquoise|221828|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
382|63533-221|Low|Porsche|911|2004|Mauv|295778|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
383|49738-029|Medium|Isuzu|Axiom|2002|Goldenrod|245152|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
384|68788-9908|Medium|Kia|Optima|2002|Maroon|250209|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
385|64980-155|Low|Suzuki|Reno|2006|Maroon|202359|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
386|13811-675|Medium|Chevrolet|TrailBlazer|2002|Aquamarine|268201|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
387|14290-500|High|Ford|Freestar|2003|Teal|211085|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
388|57520-0736|High|Mercury|Tracer|1999|Violet|235772|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
389|29033-001|Low|Audi|Cabriolet|1998|Indigo|250371|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
390|68258-7154|Medium|Chevrolet|Tahoe|1997|Orange|264395|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
391|11118-1209|Low|Dodge|Grand Caravan|2011|Yellow|230406|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
392|10956-791|Medium|Mercedes-Benz|S-Class|1989|Maroon|264708|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
393|68391-094|Low|Lexus|GX|2010|Blue|269735|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
394|55648-925|High|Volvo|C30|2011|Puce|230614|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
395|68428-725|High|GMC|Suburban 2500|1999|Purple|261671|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
396|25225-018|Medium|Nissan|Pathfinder|2010|Maroon|234661|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
397|63323-388|Low|Hyundai|Accent|2008|Purple|268094|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
398|64942-1354|High|Eagle|Vision|1995|Teal|264340|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
399|63629-4850|High|Chrysler|300|2005|Teal|255757|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
400|59779-779|Low|Aston Martin|DB9|2009|Teal|236736|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
401|11673-604|Low|Mercury|Villager|1999|Mauv|265623|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
402|57237-004|High|GMC|Yukon Denali|2006|Red|282004|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
403|55154-0409|High|GMC|Savana 1500|1998|Khaki|265943|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
404|68084-466|Medium|Oldsmobile|Bravada|1999|Blue|286018|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
405|57691-117|Medium|Mercury|Mystique|2000|Indigo|252336|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
406|63029-276|Low|Honda|Odyssey|2006|Pink|253160|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
407|65044-2125|Medium|Rolls-Royce|Phantom|2007|Crimson|269613|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
408|57520-0691|Medium|GMC|Rally Wagon 2500|1993|Violet|210844|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
409|24208-561|Low|Subaru|Legacy|1989|Green|258335|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
410|41167-0053|Low|Chevrolet|Express 3500|2001|Mauv|253049|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
411|12462-503|High|Porsche|911|2002|Yellow|264720|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
412|0268-0832|Low|Mitsubishi|Montero|2000|Orange|249104|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
413|36987-2909|High|Ford|F350|2010|Crimson|228668|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
414|31645-172|Low|Nissan|Maxima|1997|Yellow|274380|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
415|0299-3913|Medium|Honda|del Sol|1993|Aquamarine|259509|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
416|55154-6830|Low|Audi|A6|2000|Orange|242755|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
417|0074-4378|Medium|Lincoln|Town Car|1986|Red|278121|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
418|0378-3635|Medium|Jeep|Compass|2009|Goldenrod|235895|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
419|59746-211|High|Lexus|LS Hybrid|2011|Pink|233210|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
420|49349-787|High|Mitsubishi|Outlander|2006|Yellow|228889|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
421|66428-006|High|Chevrolet|Lumina|2001|Green|242550|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
422|47335-151|High|Dodge|Dakota Club|2005|Orange|252457|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
423|64980-134|Low|Mercury|Cougar|2002|Mauv|252506|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
424|0409-4282|Low|Ford|F350|2006|Purple|235142|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
425|0067-6319|Medium|BMW|M Roadster|2006|Teal|270219|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
426|56152-0815|Medium|Chevrolet|Express 1500|2012|Crimson|246506|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
427|52544-188|Low|Kia|Sorento|2006|Aquamarine|230880|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
428|49349-630|Medium|Lincoln|Mark VII|1992|Teal|256677|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
429|24477-030|Medium|Chevrolet|1500|1998|Fuscia|242583|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
430|49967-359|Medium|Porsche|911|1993|Puce|273019|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
431|65588-2210|High|Honda|Civic|1995|Mauv|253593|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
432|45963-327|Low|Suzuki|Swift|1992|Puce|224571|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
433|49715-018|High|Jaguar|XJ|2009|Violet|261233|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
434|59115-043|Low|Lincoln|Navigator|2007|Khaki|259036|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
435|62874-005|Low|Buick|Riviera|1995|Fuscia|247854|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
436|76388-635|High|Lexus|GX|2005|Khaki|236568|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
437|43353-035|Low|Ford|F350|1994|Orange|304715|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
438|0703-5140|Low|Plymouth|Neon|2001|Mauv|270239|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
439|49738-294|Low|Lincoln|MKZ|2008|Maroon|266558|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
440|64616-088|High|Toyota|Previa|1997|Turquoise|258469|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
441|63941-180|High|Kia|Sedona|2009|Crimson|240572|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
442|24385-183|Low|Nissan|Murano|2011|Pink|266400|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
443|36987-2803|Medium|Ford|Freestar|2004|Khaki|291756|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
444|52731-7022|Medium|Lexus|RX Hybrid|2008|Yellow|234314|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
445|68047-222|High|Chevrolet|Suburban 2500|1997|Maroon|257439|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
446|42291-609|Medium|Ford|F150|2002|Indigo|296089|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
447|68084-274|Low|GMC|3500 Club Coupe|1993|Pink|213936|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
448|43063-146|Low|Hyundai|Scoupe|1995|Teal|254410|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
449|48951-2049|Medium|Volkswagen|GTI|2008|Mauv|259032|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
450|61477-205|Low|Mercedes-Benz|SL-Class|2003|Red|280856|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
451|16590-618|Low|GMC|Sierra 2500|2001|Blue|227905|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
452|0268-1367|High|Audi|A3|2010|Violet|250931|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
453|68084-082|Low|Dodge|Caliber|2007|Maroon|243209|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
454|0078-0357|High|GMC|Safari|1996|Crimson|247715|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
455|0944-4175|High|Audi|A4|2011|Goldenrod|286677|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
456|63941-693|High|Acura|CL|1997|Red|259631|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
457|0078-0406|Low|Mitsubishi|GTO|1990|Turquoise|243282|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
458|52125-518|High|Oldsmobile|98|1992|Fuscia|237990|USD|2017-12-31 00:00:00|2017-12-31 00:00:00
